City,Latitude,Longitude,Color
Salisbury|Pennsylvania|United States,40.57,-75.52,red
South Lakeland|England|United Kingdom,54.35,-2.94,red
Kemerovo|Kemerovo Oblast–Kuzbass|Russia,55.35,86.09,red
Ipswich|Massachusetts|United States,42.68,-70.84,blue
Tambov|Tambov Oblast|Russia,52.72,41.45,red
Nablus|@|Palestinian Territory,32.22,35.24,red
Paducah|Kentucky|United States,37.06,-88.66,red
Derry Township|Pennsylvania|United States,40.42,-79.24,red
Imizu|@|Japan,36.73,137.11,blue
Bejaia|Bejaia|Algeria,36.76,5.04,red
Podgorica|@|Montenegro,42.44,19.27,red
City of Schenectady|New York|United States,42.81,-73.95,red
Moberly|Missouri|United States,39.42,-92.45,red
East Palo Alto|California|United States,37.38,-122.19,blue
Ankang City|Shaanxi|China,32.69,109.03,red
Chieti|Abruzzo|Italy,42.37,14.15,blue
دهستان سراجوی غربی|East Azerbaijan Province|Iran,37.38,46.28,blue
Long Branch|New Jersey|United States,40.3,-73.99,red
Kochi|Kerala|India,9.94,76.26,red
Tashkent|@|Uzbekistan,41.34,69.33,red
Chelmsford|England|United Kingdom,51.74,0.41,red
Piracicaba|São Paulo|Brazil,-22.71,-47.64,blue
South Whitehall Township|Pennsylvania|United States,40.58,-75.53,red
Siping City|Jilin|China,43.17,124.35,red
Oshkosh|Wisconsin|United States,44.03,-88.56,red
Urmia|West Azerbaijan Province|Iran,37.54,45.08,red
Dharan Sub-Metropolitan|@|Nepal,26.81,87.27,red
Cape Coast|Central Region|Ghana,5.1,-1.28,red
Savannah|Georgia|United States,32.03,-81.09,red
Lima|Lima|Peru,-12.04,-77.04,red
St. Peter|Minnesota|United States,44.32,-93.97,red
Ahmadabad-e Mostowfi RD|@|Iran,35.64,51.18,red
Orange|California|United States,33.78,-117.87,red
Xiangcheng|Fujian|China,24.51,117.65,red
Surrey Heath|England|United Kingdom,51.32,-0.74,red
Karlskrona|@|Sweden,56.18,15.59,red
Feira de Santana|Bahia|Brazil,-12.2,-38.97,red
Haizhou District|Jiangsu|China,34.61,119.22,red
Maheshtala|West Bengal|India,22.45,88.3,red
Ramsey|New Jersey|United States,41.07,-74.12,red
Richmond|California|United States,37.94,-122.36,red
Ancón|Panamá|Panama,9.01,-79.59,blue
Topeka|Kansas|United States,39.01,-95.7,red
Laguna Beach|California|United States,33.56,-117.77,red
Covington|Louisiana|United States,30.47,-90.11,red
Brigantine|New Jersey|United States,39.4,-74.39,red
Wardha|Maharashtra|India,20.74,78.59,red
Samara|Samara Oblast|Russia,53.22,50.17,red
Manaus|Amazonas|Brazil,-3.12,-60.02,red
Haridwar|Uttarakhand|India,30.0,78.19,red
Bandar Seri Begawan|@|Brunei,4.89,114.93,red
Taizhou|Zhejiang|China,28.86,121.14,red
West Goshen Township|Pennsylvania|United States,39.95,-75.6,red
Rourkela|Odisha|India,22.23,84.81,red
Elx / Elche|Valencian Community|Spain,38.27,-0.68,red
McKinney|Texas|United States,33.2,-96.61,red
Nanded|Maharashtra|India,19.1,77.29,red
Volgograd|Volgograd Oblast|Russia,48.71,44.53,red
Toyota|@|Japan,35.13,137.19,red
Ponta Delgada|@|Portugal,37.75,-25.66,blue
دهستان زرین|Yazd Province|Iran,32.56,54.3,red
Goyang-si|@|South Korea,37.6,126.87,red
Settimo Milanese|Lombardy|Italy,45.47,9.04,red
La Garde|Provence-Alpes-Côte d'Azur|France,43.14,6.02,red
Bogota Capital District - Municipality|@|Colombia,4.64,-74.05,red
Banja Luka|Republika Srpska|Bosnia and Herzegovina,44.78,17.21,red
West Palm Beach|Florida|United States,26.73,-80.05,red
Almaty|@|Kazakhstan,43.18,76.97,red
Criciúma|Santa Catarina|Brazil,-28.7,-49.41,blue
Fort Wayne|Indiana|United States,41.14,-85.11,red
Al Majma`ah|Riyadh Region|Saudi Arabia,25.87,45.41,red
Vijayawada|Andhra Pradesh|India,16.5,80.64,red
Pachuca|Hidalgo|Mexico,20.13,-98.73,red
Ribble Valley|England|United Kingdom,53.94,-2.55,red
Querétaro|Querétaro|Mexico,20.59,-100.41,red
Campobasso|Molise|Italy,41.56,14.67,red
Medina|Medina Province|Saudi Arabia,24.48,39.54,red
Hebron|@|Palestinian Territory,31.55,35.09,blue
Chungju-si|@|South Korea,36.97,127.87,red
Richmond|Kentucky|United States,37.74,-84.3,red
Nur-Sultan|Nur-Sultan|Kazakhstan,51.16,71.46,red
Chico|California|United States,39.73,-121.85,red
Antofagasta|Antofagasta Region|Chile,-23.67,-70.41,blue
Meadville|Pennsylvania|United States,41.65,-80.14,red
Marina|California|United States,36.66,-121.81,blue
Roseville|California|United States,38.8,-121.32,red
Iloilo City|@|Philippines,10.71,122.56,red
Klagenfurt|Carinthia|Austria,46.62,14.26,red
Truro|England|United Kingdom,50.27,-5.09,red
Westwood|New Jersey|United States,40.99,-74.02,red
Koszalin|West Pomeranian Voivodeship|Poland,54.2,16.2,red
Qingyang District|Sichuan|China,30.67,104.08,blue
Knowsley|England|United Kingdom,53.42,-2.79,red
Urayasu|@|Japan,35.64,139.92,red
Savar|Dhaka Division|Bangladesh,23.93,90.24,red
Cascavel|Paraná|Brazil,-24.99,-53.45,red
São José do Rio Preto|São Paulo|Brazil,-20.82,-49.38,red
uMhlathuze Local Municipality|KwaZulu-Natal|South Africa,-28.85,31.83,red
Dschang|West|Cameroon,5.45,10.07,blue
West Lancashire|England|United Kingdom,53.56,-2.87,red
Gümüşhane|@|Turkey,40.44,39.51,blue
Owerri|Imo|Nigeria,5.48,7.03,red
Canoas|Rio Grande do Sul|Brazil,-29.89,-51.16,red
Xining|Qinghai|China,36.62,101.78,red
Bakersfield|California|United States,35.41,-118.97,red
East Whiteland Township|Pennsylvania|United States,40.06,-75.54,blue
Winchester|England|United Kingdom,51.06,-1.29,red
Saint-Denis|Réunion|France,-20.9,55.48,red
Rize|@|Turkey,41.04,40.49,blue
Nacogdoches|Texas|United States,31.62,-94.65,red
Inglewood|California|United States,33.95,-118.35,red
Allschwil|Basel-Landschaft|Switzerland,47.56,7.55,blue
Teramo|Abruzzo|Italy,42.66,13.69,blue
Batna|Batna|Algeria,35.54,6.15,red
Meerut|Uttar Pradesh|India,29.0,77.7,red
Kunitachi|@|Japan,35.69,139.45,red
Hotel Dieu|Beirut Governorate|Lebanon,33.88,35.52,red
Dhulikhel|@|Nepal,27.62,85.55,red
Jimma|@|Ethiopia,7.68,36.83,red
Fayetteville|North Carolina|United States,35.07,-78.93,red
Amravati|Maharashtra|India,20.96,77.76,red
Uyo|Akwa Ibom|Nigeria,5.04,7.98,red
Avadi|Tamil Nadu|India,13.14,80.05,red
Tekirdağ|@|Turkey,40.99,27.58,red
Port Said|Port Said|Egypt,31.24,32.32,red
Mardan|Khyber Pakhtunkhwa|Pakistan,34.15,72.05,blue
Staunton|Virginia|United States,38.15,-79.07,red
Atsugi|@|Japan,35.49,139.34,red
Halmstad|@|Sweden,56.66,12.88,red
Sepang|Selangor|Malaysia,2.98,101.73,red
Qom|Qom Province|Iran,34.65,50.89,blue
Fukaya|@|Japan,36.2,139.24,red
Carlisle|England|United Kingdom,54.89,-2.91,red
Amagasaki|@|Japan,34.75,135.41,red
Clive|Iowa|United States,41.6,-93.74,blue
Gimpo-si|@|South Korea,37.7,126.55,red
Thulamela Local Municipality|Limpopo|South Africa,-22.98,30.44,red
Khulna|Khulna Division|Bangladesh,22.8,89.53,red
Lusaka|Lusaka Province|Zambia,-15.39,28.33,red
Lin'an District|Zhejiang|China,30.25,119.73,red
Bhagalpur|Bihar|India,25.24,86.99,red
Gloucester|England|United Kingdom,51.88,-2.25,red
Izhevsk|Udmurtia|Russia,56.87,53.18,red
Abington Township|Pennsylvania|United States,40.09,-75.1,blue
Rencheng District|Shandong|China,35.4,116.6,red
La Molina|Lima|Peru,-12.08,-76.95,red
Auburn|Illinois|United States,39.59,-89.75,red
Ajmer|Rajasthan|India,26.45,74.64,red
Bolton|England|United Kingdom,53.57,-2.42,red
Guadalupe|Nuevo León|Mexico,25.67,-100.24,red
Bolzano - Bozen|Trentino-Alto Adige/Südtirol|Italy,46.49,11.35,red
Vila Real|@|Portugal,41.3,-7.74,blue
l'Hospitalet de Llobregat|Catalonia|Spain,41.34,2.1,blue
Gaza|@|Palestinian Territory,31.52,34.44,red
Lorain|Ohio|United States,41.44,-82.24,blue
Al Rayyan|Al Rayyan|Qatar,25.32,51.44,blue
Emfuleni Local Municipality|Gauteng|South Africa,-26.71,27.86,red
Ōtara-Papatoetoe|Auckland|New Zealand,-36.96,174.84,red
Launceston|Tasmania|Australia,-41.4,147.12,blue
Biskra|Biskra|Algeria,34.85,5.75,red
Saint Cloud|Minnesota|United States,45.58,-94.17,red
Pequannock Township|New Jersey|United States,40.96,-74.31,blue
Kalispell|Montana|United States,48.2,-114.33,red
Naguanagua|Carabobo State|Venezuela,10.27,-68.0,red
Canyon|Texas|United States,34.98,-101.91,red
Gunsan-si|@|South Korea,35.95,126.68,red
Roswell|Georgia|United States,34.04,-84.31,red
Spartanburg|South Carolina|United States,35.01,-81.99,red
Matara|Southern Province|Sri Lanka,5.94,80.58,red
Taxila|Punjab|Pakistan,33.77,72.83,red
Hagen|North Rhine-Westphalia|Germany,51.38,7.5,blue
Sarasota|Florida|United States,27.33,-82.58,blue
Sumy|Sumy Oblast|Ukraine,50.89,34.84,red
Hayward|California|United States,37.63,-122.12,blue
Qazvin|Qazvin Province|Iran,36.28,49.99,red
Tonbridge and Malling|England|United Kingdom,51.19,0.26,red
Bahawalpur|Punjab|Pakistan,29.39,71.68,red
Zunyi|Guizhou|China,27.71,106.95,red
Mar Mitr|Beirut Governorate|Lebanon,33.89,35.52,red
Nitra|Region of Nitra|Slovakia,48.31,18.09,red
Aizuwakamatsu|@|Japan,37.52,139.94,red
Niagara Falls|New York|United States,43.09,-79.06,red
Koblenz|Rhineland-Palatinate|Germany,50.34,7.57,blue
Jos|Plateau|Nigeria,9.95,8.89,red
Nadiad|Gujarat|India,22.68,72.87,red
Las Condes|Santiago Metropolitan Region|Chile,-33.42,-70.58,red
Ohtawara|@|Japan,36.87,140.07,red
Songkhla|Songkhla Province|Thailand,7.16,100.61,red
Shijingshan District|Beijing|China,39.91,116.22,red
Udaipur|Rajasthan|India,24.59,73.73,red
Donetsk|@|Ukraine,48.0,37.83,red
Chesterfield|England|United Kingdom,53.24,-1.4,blue
Whitewater|Wisconsin|United States,42.83,-88.72,red
Plovdiv|@|Bulgaria,42.14,24.75,red
Duisburg|North Rhine-Westphalia|Germany,51.43,6.8,red
Colombes|Ile-de-France|France,48.92,2.25,red
Mossoró|Rio Grande do Norte|Brazil,-5.2,-37.33,red
Tamale|Northern Region|Ghana,9.39,-0.82,red
Manchester|New Hampshire|United States,42.97,-71.41,red
Vallejo|California|United States,38.09,-122.26,red
Huntingdonshire|England|United Kingdom,52.35,-0.26,red
City of Saratoga Springs|New York|United States,43.08,-73.78,blue
Gazipur|Dhaka Division|Bangladesh,23.95,90.38,red
Inverness|Scotland|United Kingdom,57.48,-4.23,red
Armagh|Northern Ireland|United Kingdom,54.35,-6.65,red
Kenosha|Wisconsin|United States,42.62,-87.82,red
Hawassa|Sidama|Ethiopia,7.06,38.5,red
Port of Spain|@|Trinidad and Tobago,10.66,-61.51,red
Yunyan|Guizhou|China,26.59,106.72,red
"Worcester, England|England|United Kingdom",52.19,-2.18,red
Petrozavodsk|Republic of Karelia|Russia,61.79,34.35,red
Adur|England|United Kingdom,50.84,-0.29,red
arrondissement d'Agdal أكدال|@|Morocco,34.03,-4.98,red
Steinbach|Manitoba|Canada,49.53,-96.68,red
Winterthur|Zurich|Switzerland,47.5,8.7,red
Hilo|Hawaii|United States,19.7,-155.08,red
Taguatinga|Federal District|Brazil,-15.87,-48.03,red
Lewes|England|United Kingdom,50.77,0.1,red
Dongguan Subdistrict|Shaanxi|China,33.07,107.05,red
Saddar|Punjab|Pakistan,33.6,73.05,red
Haverford Township|Pennsylvania|United States,40.01,-75.31,blue
Dakar|Dakar Region|Senegal,14.69,-17.46,red
Holyoke|Massachusetts|United States,42.2,-72.61,red
Bartlesville|Oklahoma|United States,36.75,-95.98,red
San Sebastián|Autonomous Community of the Basque Country|Spain,43.31,-2.01,red
Dover|Delaware|United States,39.2,-75.56,red
Frankfort|Kentucky|United States,38.2,-84.88,red
Warrenville|Illinois|United States,41.82,-88.17,red
Ellensburg|Washington|United States,47.0,-120.54,blue
Hradec Králové|Northeast|Czechia,50.21,15.83,red
Shiojiri|@|Japan,36.13,137.94,blue
Itatiba|São Paulo|Brazil,-23.02,-46.74,red
Hamar|@|Norway,60.8,11.08,red
Luanda|Luanda Province|Angola,-8.82,13.23,red
Barnaul|Altai Krai|Russia,53.35,83.78,red
Joplin|Missouri|United States,37.1,-94.46,red
Vista|California|United States,33.15,-117.23,red
Concord|New Hampshire|United States,43.21,-71.53,red
Petaling Jaya|Selangor|Malaysia,3.2,101.62,red
Kashiwara|@|Japan,34.55,135.65,blue
City of Geneva|New York|United States,42.86,-76.99,red
Sylhet|Sylhet Division|Bangladesh,24.89,91.87,red
Buea|Southwest|Cameroon,4.15,9.29,red
Fertek Mahallesi|@|Turkey,37.94,34.62,red
Dourados|Mato Grosso do Sul|Brazil,-22.22,-54.81,red
Lae|Morobe|Papua New Guinea,-6.72,147.0,red
Ubon Ratchathani|Ubon Ratchathani Province|Thailand,15.26,104.85,red
Colima|Colima|Mexico,19.25,-103.7,red
Cheboksary|Chuvashia|Russia,56.15,47.22,red
Lake Charles|Louisiana|United States,30.22,-93.16,red
Medway|Massachusetts|United States,42.14,-71.48,red
Montpelier|Vermont|United States,44.26,-72.56,red
Blantyre|Blantyre|Malawi,-15.8,35.02,red
Burlington|North Carolina|United States,36.09,-79.44,red
Seosan-si|@|South Korea,36.69,126.58,red
Jashore|Khulna Division|Bangladesh,23.23,89.13,red
Matanzas|Matanzas|Cuba,23.04,-81.51,red
Jackson|Tennessee|United States,35.65,-88.78,red
Gatineau|Quebec|Canada,45.43,-75.71,red
Colombo|Western Province|Sri Lanka,6.93,79.85,red
Stafford|England|United Kingdom,52.81,-2.12,blue
Santa Marta|Magdalena|Colombia,11.24,-74.18,red
Mati|Davao Oriental|Philippines,6.93,126.25,red
Pyinmana Township|Naypyitaw Union Territory|Myanmar,19.73,96.2,red
Concord|North Carolina|United States,35.44,-80.6,blue
Aksaray|@|Turkey,38.33,33.98,blue
Anniston|Alabama|United States,33.63,-85.79,red
Rockaway Township|New Jersey|United States,40.96,-74.53,red
Lo Barnechea|Santiago Metropolitan Region|Chile,-33.37,-70.52,red
Needham|Massachusetts|United States,42.3,-71.22,red
Tandridge District|England|United Kingdom,51.27,-0.06,red
Douai|Hauts-de-France|France,50.38,3.07,red
Guilin|Guangxi|China,25.22,110.17,red
Ridgefield|New Jersey|United States,40.82,-74.03,red
Novo Hamburgo|Rio Grande do Sul|Brazil,-29.67,-51.12,red
Xicha|Gansu|China,36.56,103.74,blue
Redwood City|California|United States,37.53,-122.26,red
Beijing|Beijing|China,39.9,116.41,red
Meriden|Connecticut|United States,41.54,-72.81,blue
Hargeisa|@|Somalia,9.56,44.05,red
North Devon|England|United Kingdom,51.09,-4.05,red
Ryedale|England|United Kingdom,54.02,-0.97,blue
Valdosta|Georgia|United States,30.85,-83.29,red
Fremont|California|United States,37.48,-121.93,red
Rio Grande|Rio Grande do Sul|Brazil,-32.18,-52.14,red
Abbotsford|British Columbia|Canada,49.06,-122.34,red
East Hertfordshire|England|United Kingdom,51.78,-0.07,red
Naju-si|@|South Korea,35.05,126.72,red
Duluth|Minnesota|United States,46.82,-92.11,red
Satte|@|Japan,36.07,139.73,red
Lynchburg|Virginia|United States,37.35,-79.18,red
Paterson|New Jersey|United States,40.92,-74.17,red
Allentown|Pennsylvania|United States,40.6,-75.51,red
Saransk|Republic of Mordovia|Russia,54.19,45.18,red
Luján|Buenos Aires|Argentina,-34.58,-59.09,blue
Sonipat|Haryana|India,29.0,77.02,red
Penza|Penza Oblast|Russia,53.18,45.0,red
Shuibosi|Shanxi|China,40.09,113.35,red
Sagar|Madhya Pradesh|India,23.83,78.77,red
Nalgonda|Telangana|India,17.04,79.25,red
Waterville|Maine|United States,44.52,-69.66,blue
Municipal District of Carrigaline|@|Ireland,51.88,-8.54,red
Watford|England|United Kingdom,51.66,-0.41,red
Jhansi|Uttar Pradesh|India,25.45,78.61,red
Benghazi|@|Libya,32.08,20.1,red
دهستان باغران|South Khorasan Province|Iran,32.85,59.29,red
Pueblo Libre|Lima|Peru,-12.07,-77.08,blue
Villa Mercedes|San Luis|Argentina,-33.68,-65.47,red
Falun|@|Sweden,60.61,15.65,red
Camden|New Jersey|United States,39.94,-75.11,red
Bucaramanga|Santander|Colombia,7.12,-73.11,red
Ogden|Utah|United States,41.23,-112.01,red
Cheney|Washington|United States,47.49,-117.58,red
Changde|Hunan|China,29.05,111.67,red
Linyi City|Shandong|China,35.11,118.29,red
Hwaseong-si|@|South Korea,37.23,126.97,red
Bikaner|Rajasthan|India,28.01,73.34,blue
Olympia|Washington|United States,47.04,-122.9,red
Bidar|Karnataka|India,17.9,77.51,blue
Dar es-Salaam|@|Tanzania,-6.81,39.27,red
Birzeit|@|Palestinian Territory,31.96,35.18,red
Noda|@|Japan,35.94,139.87,red
Fengtai District|Beijing|China,39.84,116.28,red
Downey|California|United States,33.94,-118.13,red
Aarhus|Central Denmark Region|Denmark,56.16,10.19,red
Green Bay|Wisconsin|United States,44.53,-88.11,red
Reggio di Calabria|Calabria|Italy,38.11,15.64,red
Eldoret|Uasin Gishu County|Kenya,0.51,35.27,red
Juneau|Alaska|United States,58.3,-134.42,blue
Dorayi|Kano State|Nigeria,11.98,8.48,red
Timmins|Ontario|Canada,48.49,-81.2,blue
Ramat Negev Regional Council|South District|Israel,31.0,35.0,red
Brookhaven|Georgia|United States,33.88,-84.33,red
Anseong-si|@|South Korea,37.01,127.26,red
Renton|Washington|United States,47.46,-122.22,red
Tumakuru|Karnataka|India,13.34,77.12,red
Henderson|Nevada|United States,36.02,-115.09,red
Kozani|Epirus and Western Macedonia|Greece,40.32,21.79,red
Bristol Township|Pennsylvania|United States,40.08,-74.9,red
Thessaloniki Municipal Unit|Macedonia and Thrace|Greece,40.6,22.98,blue
San Mateo|California|United States,37.54,-122.29,red
Hengyang|Hunan|China,26.88,112.68,red
Myrtle Beach|South Carolina|United States,33.68,-78.91,red
Zhangjiakou City|Hebei|China,40.67,114.91,red
Pokhara|@|Nepal,28.25,83.99,red
Koriyama|@|Japan,37.4,140.35,red
Netanya|Center District|Israel,32.35,34.86,red
Rafsanjan|Kerman Province|Iran,30.41,55.98,red
Rock Hill|South Carolina|United States,34.95,-80.95,red
Nelson|Nelson|New Zealand,-41.27,173.29,blue
Town and Country|Missouri|United States,38.64,-90.5,red
Aguascalientes|Aguascalientes|Mexico,21.91,-102.32,blue
Soja|@|Japan,34.69,133.78,red
دهستان رودپی شرقی|Mazandaran Province|Iran,36.66,53.07,blue
Gidan Hamidu|Sokoto|Nigeria,13.13,5.2,red
Danbury|Connecticut|United States,41.41,-73.44,red
Nakano|@|Japan,35.71,139.66,red
Mission Viejo|California|United States,33.55,-117.67,red
Stara Zagora|@|Bulgaria,42.4,25.57,red
Chichester|England|United Kingdom,50.84,-0.79,red
Ingolstadt|Bavaria|Germany,48.78,11.42,red
Asmara|Maekel Region|Eritrea,15.34,38.93,red
Jinzhou|Liaoning|China,39.05,121.77,red
Arica|Arica and Parinacota Region|Chile,-18.47,-70.31,red
North Tyneside|England|United Kingdom,55.02,-1.47,red
Kars|@|Turkey,40.58,43.07,red
Gangtok|Sikkim|India,27.33,88.61,blue
Edmond|Oklahoma|United States,35.66,-97.47,red
Bothell|Washington|United States,47.76,-122.21,blue
Sydney|Nova Scotia|Canada,46.13,-60.19,blue
Borough of Wyre|England|United Kingdom,53.85,-2.76,red
Virginia Beach|Virginia|United States,36.87,-76.19,red
Dnipro|Dnipropetrovsk Oblast|Ukraine,48.46,35.06,red
Croix|Hauts-de-France|France,50.67,3.17,red
Sandwell|England|United Kingdom,52.53,-1.99,red
Aizawl|Mizoram|India,23.74,92.67,blue
Sanshui|Guangdong Province|China,23.16,112.9,red
Beaverton|Oregon|United States,45.45,-122.79,red
Ashkelon|South District|Israel,31.67,34.57,red
Evansville|Indiana|United States,37.97,-87.53,red
Hutchinson|Kansas|United States,38.07,-97.92,red
Zacatecas|Zacatecas|Mexico,22.77,-102.58,red
Randburg|Gauteng|South Africa,-26.05,28.01,red
Old Town|Region of Košice|Slovakia,48.72,21.25,blue
San Donato Milanese|Lombardy|Italy,45.42,9.26,red
Warrensburg|Missouri|United States,38.76,-93.74,red
Santa Rosa|California|United States,38.44,-122.7,red
Port Moresby|National Capital District|Papua New Guinea,-9.41,147.17,red
Victoria|British Columbia|Canada,48.43,-123.36,red
Allerdale|England|United Kingdom,54.61,-3.53,red
Fort Saskatchewan|Alberta|Canada,53.69,-113.21,red
North Bay|Ontario|Canada,46.34,-79.49,red
Ramat HaSharon|Tel Aviv District|Israel,32.14,34.85,blue
Kamloops|British Columbia|Canada,50.67,-120.37,red
Kearney|Nebraska|United States,40.7,-99.1,red
Winchester|Virginia|United States,39.18,-78.16,blue
Martin|Region of Žilina|Slovakia,49.07,18.93,red
Clinton|Iowa|United States,41.85,-90.2,red
Nishitokyo|@|Japan,35.74,139.55,red
Kursk|Kursk Oblast|Russia,51.75,36.19,red
Culiacán|Sinaloa|Mexico,24.83,-107.38,red
Wealden District|England|United Kingdom,50.88,0.25,red
Bryan|Texas|United States,30.66,-96.34,blue
La Serena|Coquimbo Region|Chile,-29.91,-71.24,blue
Woonsocket|Rhode Island|United States,42.0,-71.5,red
Loudi|Hunan|China,27.61,111.71,red
Dwingeloo|Drenthe|Netherlands,52.81,6.4,red
Offenbach am Main|Hesse|Germany,50.1,8.75,red
Sana'a City|Amanat Al Asimah|Yemen,15.37,44.21,red
Es Senia|Oran|Algeria,35.64,-0.62,red
Pasadena|Texas|United States,29.65,-95.12,red
Ciudad Madero|Tamaulipas|Mexico,22.28,-97.86,red
Muzaffarabad|Azad Kashmir|Pakistan,34.37,73.47,red
Manokwari|West Papua|Indonesia,-0.84,134.07,red
Pueblo|Colorado|United States,38.26,-104.64,red
Algiers|Algiers|Algeria,36.77,3.06,red
Devonport-Takapuna|Auckland|New Zealand,-36.78,174.76,red
Frankfurt (Oder)|Brandenburg|Germany,52.34,14.55,blue
Lalitpur|@|Nepal,27.67,85.32,red
Sibiu|@|Romania,45.79,24.15,red
Sepang|Negeri Sembilan|Malaysia,2.84,101.78,red
The Woodlands|Texas|United States,30.19,-95.49,blue
Sargodha|Punjab|Pakistan,32.07,72.68,red
Kelurahan Sumbersari|East Java|Indonesia,-7.96,112.62,red
Al Hillah|Babil Governorate|Iraq,32.46,44.41,red
Mendrisio|Ticino|Switzerland,45.87,8.98,red
Moorhead|Minnesota|United States,46.87,-96.78,blue
Malda|West Bengal|India,25.0,88.14,blue
Bannu|Khyber Pakhtunkhwa|Pakistan,32.99,70.6,red
Otaru|@|Japan,43.19,140.98,red
Nagercoil|Tamil Nadu|India,8.2,77.43,red
Siirt|@|Turkey,37.93,41.94,blue
Walla Walla|Washington|United States,46.06,-118.33,red
Jacksonville|Alabama|United States,33.82,-85.77,red
Casa Grande|Arizona|United States,32.89,-111.68,blue
Eden Prairie|Minnesota|United States,44.86,-93.47,red
Elmbridge|England|United Kingdom,51.35,-0.47,red
Viterbo|Lazio|Italy,42.43,12.09,blue
Yinzhou District|Zhejiang|China,29.8,121.56,red
Chihuahua|Chihuahua|Mexico,28.66,-106.09,red
Laredo|Texas|United States,27.51,-99.52,red
Jamestown|New York|United States,42.11,-79.22,red
Dali City|Yunnan|China,25.67,100.15,blue
Guayaquil|Guayas|Ecuador,-2.18,-79.9,red
Windhoek|Khomas|Namibia,-22.61,17.06,red
Bagé|Rio Grande do Sul|Brazil,-31.33,-54.09,blue
Gemeinde Wieselburg-Land|Lower Austria|Austria,48.13,15.12,red
Hinckley and Bosworth|England|United Kingdom,52.6,-1.47,red
Doncaster|England|United Kingdom,53.53,-1.13,red
Orange|New South Wales|Australia,-33.29,149.11,blue
Walnut Creek|California|United States,37.93,-122.02,red
Lakeland|Florida|United States,27.99,-81.89,red
Solapur|Maharashtra|India,17.67,75.91,red
Lima|Ohio|United States,40.74,-84.03,red
Tula|Tula Oblast|Russia,54.17,37.59,red
Port-Valais|Wallis|Switzerland,46.39,6.85,red
Magnitogorsk|Chelyabinsk Oblast|Russia,53.42,58.98,red
Tétouan|@|Morocco,35.56,-5.36,red
Temerloh|Pahang|Malaysia,3.45,102.45,red
Brownsville|Texas|United States,25.9,-97.49,blue
Ponce|Puerto Rico|United States,18.0,-66.62,blue
Saint Joseph|Missouri|United States,39.77,-94.86,red
Mississauga|Ontario|Canada,43.6,-79.64,red
San Rafael|California|United States,38.01,-122.53,red
Augusta|Maine|United States,44.3,-69.77,blue
Tongliao City|Inner Mongolia|China,43.63,122.25,red
Markurdi|Benue State|Nigeria,7.72,8.54,red
Manizales|Caldas|Colombia,5.06,-75.49,red
Emek Hefer Regional Council|Center District|Israel,32.34,34.91,blue
Astrakhan|Astrakhan Oblast|Russia,46.38,48.05,red
Rovaniemi|@|Finland,66.49,25.71,red
Orenburg|Orenburg Oblast|Russia,51.78,55.11,red
Clarksville|Tennessee|United States,36.53,-87.35,red
Mahesana|Gujarat|India,23.61,72.38,red
Magnolia|Arkansas|United States,33.29,-93.24,red
Elyria|Ohio|United States,41.41,-82.07,blue
Moradabad|Uttar Pradesh|India,28.87,78.76,red
Mthatha|Eastern Cape|South Africa,-31.6,28.75,red
Arkhangelsk|Arkhangelsk Oblast|Russia,64.53,40.55,red
Junagadh|Gujarat|India,21.52,70.46,red
Hadera|Haifa District|Israel,32.45,34.9,blue
Chitose|@|Japan,42.79,141.7,red
Reading|Pennsylvania|United States,40.33,-75.93,red
Posadas|Misiones|Argentina,-27.43,-55.89,red
Karaman|@|Turkey,37.18,33.26,red
Tangail|Dhaka Division|Bangladesh,24.24,89.89,red
Milpitas|California|United States,37.45,-121.92,red
Bel Air|Maryland|United States,39.56,-76.28,red
Mataram|West Nusa Tenggara|Indonesia,-8.59,116.09,red
Candaroğulları Mahallesi|@|Turkey,41.42,33.77,red
Owensboro|Kentucky|United States,37.78,-87.06,red
Quetta|Balochistan|Pakistan,30.17,66.99,red
Maidstone|England|United Kingdom,51.27,0.48,red
Ahmednagar|Maharashtra|India,19.09,74.75,red
Nairobi|Kiambu|Kenya,-1.18,36.93,red
Peñalolén|Santiago Metropolitan Region|Chile,-33.49,-70.52,red
Somerset West and Taunton|England|United Kingdom,51.01,-3.12,red
Appleton|Wisconsin|United States,44.26,-88.42,red
Suceava|@|Romania,47.64,26.24,red
Murray|Utah|United States,40.66,-111.87,blue
Basingstoke and Deane|England|United Kingdom,51.26,-1.09,red
Franklin Lakes|New Jersey|United States,41.02,-74.21,red
Baoji City|Shaanxi|China,34.35,107.16,red
Kericho|Kericho County|Kenya,-0.37,35.29,red
Hildesheim|Lower Saxony|Germany,52.13,9.97,red
Abilene|Texas|United States,32.47,-99.71,red
Longyan City|Fujian|China,25.03,117.02,blue
Pelendri|@|Cyprus,34.92,32.96,red
Petrolina|Pernambuco|Brazil,-9.39,-40.5,red
Newry|Northern Ireland|United Kingdom,54.18,-6.35,red
Concepción|Biobío Region|Chile,-36.83,-73.05,red
Cedar Rapids|Iowa|United States,41.99,-91.66,red
Oradea|@|Romania,47.05,21.92,red
Jamnagar|Gujarat|India,22.48,70.06,red
Laranjeiro e Feijó|@|Portugal,38.66,-9.15,red
Akishima|@|Japan,35.7,139.35,red
Jaffna|Northern Province|Sri Lanka,9.68,80.02,red
